Reference,SiteID,Treatment,Treatment description,Latitude,Longitude,elevation_m,DataLevel,PubYear,StudyYear,Fertilizer_Type,Avg_Fert_N_Rate_kgNha,Land_Type,Country,Location,MeanPrec_mm,MeanTemp_c,Soil_Type_Pub,Soil_Type,Sand,Silt,Clay,soilC_perc,soilN_perc,pH,CEC,BD,Drainage,Precrop,Crop,Residues,soil_tillage,Irrigation,Liming,Study_Fertilizer_type,Fertilizer_additives,Appl_time,Appl_Mode,No_Appl,OMAD_applied,OMAD_Type,OMAD_Kg_N_ha,OMAD_CN,Total_kg_N_ha,N2OSampleMethod,Chamber_size_m3,chmbr_measurement_length_minutes,DM_crop_yield_t_ha,avg_Biomass_yield_t_ha
COFOARD2,ARDEC,NT-CC 246ESN,"no-till continuous corn, ESN applied",40.5592,-105.0781,1535,NA,2010,2007-2008,ESN,246,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,Y,NA,ESN,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CB 0,no-till cornûbarley rotation,40.5592,-105.0781,1535,NA,2010,2007-2008,NA,NA,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-barley,NA,ct,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CB 246U,"no-till cornûbarley rotation, urea applied",40.5592,-105.0781,1535,NA,2010,2007-2008,Urea,246,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-barley,NA,ct,Y,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CB 246SU,"no-till cornûbarley rotation, SuperU applied",40.5592,-105.0781,1535,NA,2010,2007-2008,SuperU,246,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-barley,NA,ct,Y,NA,SuperU,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CDb 0,no-till cornûdry bean rotation,40.5592,-105.0781,1535,NA,2010,2007-2008,NA,NA,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-dry bean,NA,nt,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CDb 246U,"no-till cornûdry bean rotation, urea applied",40.5592,-105.0781,1535,NA,2010,2007-2008,Urea,246,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-dry bean,NA,nt,Y,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CDb 246SU,"no-till cornûdry bean rotation, SuperU applied",40.5592,-105.0781,1535,NA,2010,2007-2008,SuperU,246,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-dry bean,NA,nt,Y,NA,SuperU,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CB 157SU,"no-till corn-barley rotation, SuperU applied",40.5592,-105.0781,1535,NA,2010,2007-2008,SuperU,157,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-barley,NA,nt,Y,NA,SuperU,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CDb 157U,"no-till corn-dry bean rotation, Urea applied",40.5592,-105.0781,1535,NA,2010,2007-2008,Urea,157,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-dry bean,NA,nt,Y,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT_CB 157U,"no-till corn-barley rotation, Urea applied",40.5592,-105.0781,1535,NA,2010,2007-2008,Urea,157,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-barley,NA,nt,Y,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD2,ARDEC,NT-CDb 56U,"no-till corn-dry bean rotation, Urea applied",40.5592,-105.0781,1535,NA,2010,2007-2008,Urea,67,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn-dry bean,NA,nt,Y,NA,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vented , non-steady-state, closed chamber",3.10E-02,15,NA,NA
COFOARD3,ARDEC,Urea_st,Urea (46% N),40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.28,NA
COFOARD3,ARDEC,ESNssb_st,"granular ESN (44% N), with a subsurface band application",40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,ESN,subsurface band,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.78,NA
COFOARD3,ARDEC,ESN_st,granular ESN (44% N),40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.5,NA
COFOARD3,ARDEC,SuperU_st,SuperU (46% N),40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.97,NA
COFOARD3,ARDEC,UAN_st,liquid UAN (32% N),40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,UAN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.81,NA
COFOARD3,ARDEC,UANplusNf_st,"a liquid, slow-release N source of UAN with 20% Nfusion",40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,UAN,20% Nfusion,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.63,NA
COFOARD3,ARDEC,UANplusAgroT_st,stabilized liquid UAN with AgrotainPlus,40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,UAN,AgrotainPlus,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,14.27,NA
COFOARD3,ARDEC,Blank,"no N applied, within the same plot area with the N sources",40.5592,-105.0781,1535,NA,2010,2009-2010,NA,0,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,NA,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,10.45,NA
COFOARD3,ARDEC,Check_st,"not received N since 2000, but located in separate adjacent plots",40.5592,-105.0781,1535,NA,2010,2009-2010,NA,0,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,NA,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,6.95,NA
COFOARD3,ARDEC,Check_nt,"not received N since 2000, but located in separate adjacent plots, notill",40.5592,-105.0781,1535,NA,2010,2009-2010,NA,0,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,NA,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESN_nt,"granular ESN (44% N), notill",40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESNbc_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESNbc_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESNbd_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESNbd_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,ESNssb_nt,"granular ESN (44% N), with a subsurface band application, notill",40.5592,-105.0781,1535,NA,2010,2009-2010,ESN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,ESN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,SuperU_nt,"SuperU (46% N), notill",40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,SuperUbc_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,SuperUbc_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,SuperUbd_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,SuperUbd_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,SuperU,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,SuperU,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,UAN_nt,"liquid UAN (32% N), notill",40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,UAN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,UANbc_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,UAN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,UANbd_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,UAN,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,UANplusAgroT_nt,"stabilized liquid UAN with AgrotainPlus, notill",40.5592,-105.0781,1535,NA,2010,2009-2010,UAN,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,UAN,AgrotainPlus,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,Urea_nt,"Urea (46% N), no till",40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,Ureabc_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,Ureabc_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,Ureabd_nt,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,nt,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD3,ARDEC,Ureabd_st,NA,40.5592,-105.0781,1535,NA,2010,2009-2010,Urea,202,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,st,y,n,Urea,NA,May,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD4,ARDEC,Control,control,40.5592,-105.0781,1535,NA,2016,2012-2014,NA,NA,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,ct,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD4,ARDEC,DM,partially composted solid dairy manure,40.5592,-105.0781,1535,NA,2016,2012-2014,manure,412,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,ct,y,NA,manure,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD4,ARDEC,DM+AP,"partially composted solid dairy manure, plus AgrotainPlus",40.5592,-105.0781,1535,NA,2016,2012-2014,manure,412,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,ct,y,NA,manure,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD4,ARDEC,SU,SuperU,40.5592,-105.0781,1535,NA,2016,2012-2014,SuperU,179,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,ct,y,NA,SuperU,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
COFOARD4,ARDEC,Urea,Urea,40.5592,-105.0781,1535,NA,2016,2012-2014,urea,179,cropland,USA,"Fort Collins, CO",402,9.6,clay loam,NA,41,26,33,NA,NA,7.75,NA,NA,NA,NA,corn,NA,ct,y,NA,urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,vented chamber,3.10E-02,15,NA,NA
MTSINVND,Nesson Valley,irrigated_CTBN,Irrigated conventional-tilled malt barley with 134 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,134,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,ct,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,irrigated_CTBO,Irrigated-conventional-tilled malt barley with 0 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,0,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,ct,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,irrigated_NTB-P_b,Irrigated-no-tilled malt barley-pea rotation with 134 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,134,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley-pea,NA,nt,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,irrigated_NTB-P_p,Irrigated-no-tilled malt barley-pea rotation with 134 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,134,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley-pea,NA,nt,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,irrigated_NTBN,Irrigated-no-tilled malt barley with 134 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,134,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,nt,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,irrigated_NTBO,Irrigated-no-tilled malt barley with 0 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,0,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,nt,y,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_CTBN,Nonirrigated-conventional-tilled malt barley with 67 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,67,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,ct,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_CTBO,Nonirrigated-conventional-tilled malt barley with 0 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,0,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,ct,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_NTB-P_b,Nonirrigated-no-tilled malt barley-pea rotation with 67 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,67,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley-pea,NA,nt,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_NTB-P_p,Nonirrigated-no-tilled malt barley-pea rotation with 67 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,67,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley-pea,NA,nt,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_NTBN,Nonirrigated-no-tilled malt barley with 67 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,67,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,nt,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
MTSINVND,Nesson Valley,nonirrigated_NTBO,Nonirrigated-no-tilled malt barley with 0 kg N/ha,48.1,-103.1,700,NA,2014,2008-2011,Urea,0,cropland,USA,"Nesson Valley, ND",373,13.5,Lihen sandy loam,NA,72,12,16,1.09,NA,7.7,NA,NA,NA,NA,malt barley,NA,nt,n,n,urea,Triple Super Phosphate,April - July,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,NR-U,Cattle urine patch on shortgrass steppe C4-dominated native rangeland,40.84,-104.706,1650,NA,2016,2012-2014,Urine,430,rangeland,USA,"Nunn, CO",341,8.6,Zigweid,loam,63,28,9,1.32,0.115,NA,NA,1.16,NA,NA,C4 grass,NA,nt,n,n,manure,NA,June,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,NR-F,Cattle feces patch on shortgrass steppe C4-dominated native rangeland,40.84,-104.706,1650,NA,2016,2012-2014,fece,940,rangeland,USA,"Nunn, CO",341,8.6,Zigweid,loam,63,28,9,1.32,0.115,NA,NA,1.16,NA,NA,C4 grass,NA,nt,n,n,manure,NA,June,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,NR-Cw,Distilled water,40.84,-104.706,1650,NA,2016,2012-2014,NA,0,rangeland,USA,"Nunn, CO",341,8.6,Zigweid,loam,63,28,9,1.32,0.115,NA,NA,1.16,NA,NA,C4 grass,NA,nt,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,NR-Cb,Blank,40.84,-104.706,1650,NA,2016,2012-2014,NA,0,rangeland,USA,"Nunn, CO",341,8.6,Zigweid,loam,63,28,9,1.32,0.115,NA,NA,1.16,NA,NA,C4 grass,NA,nt,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,BS-U,"Cattle urine patch on shortgrass steppe cool-season (C3) pasture, Bozoisky-select",40.84,-104.706,1650,NA,2016,2012-2014,Urine,430,Pasture,USA,"Nunn, CO",341,8.6,Zigweid,loam,83,12,5,0.76,0.08,NA,NA,1.46,NA,NA,C3 pasture,NA,nt,n,n,manure,NA,June,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,BS-F,"Cattle feces patch on shortgrass steppe cool-season (C3) pasture, Bozoisky-select",40.84,-104.706,1650,NA,2016,2012-2014,fece,940,Pasture,USA,"Nunn, CO",341,8.6,Zigweid,loam,83,12,5,0.76,0.08,NA,NA,1.46,NA,NA,C3 pasture,NA,nt,n,n,manure,NA,June,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,BS-Cw,Distilled water,40.84,-104.706,1650,NA,2016,2012-2014,NA,0,Pasture,USA,"Nunn, CO",341,8.6,Zigweid,loam,83,12,5,0.76,0.08,NA,NA,1.46,NA,NA,C3 pasture,NA,nt,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
CONUNRBS,CPER,BS-Cb,Blank,40.84,-104.706,1650,NA,2016,2012-2014,NA,0,Pasture,USA,"Nunn, CO",341,8.6,Zigweid,loam,83,12,5,0.76,0.08,NA,NA,1.46,NA,NA,C3 pasture,NA,nt,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,3.00E-03,15,NA,NA
INWLWQFS,West Lafayette,INWLWQFS_CC,NA,40.4722,-86.998,213,NA,2009,NA,NA,NA,NA,USA,"West Lafayette, IN",946,10.3,Drummer silty clay loam,loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INWLWQFS,NA,INWLWQFS_CF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
